IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
-4.88281,-3.41797,1023.4375,-0.0010658725741929,-0.034640073263107,0.0093261668580317
-4.39453,4.39453,1021.48437,0.0512940049856369,-0.0067947413109391,0.0479632186411309
-0.48828,-12.20703,1016.11328,0.0375711792089063,-0.0191853572696224,0.0459648166475974
5.37109,9.76562,1024.90234,0.0034639549664331,-0.0238483534321757,0.0210505906412288
0.97656,-12.20703,1019.04297,0.0037304667432126,-0.0081271256619115,0.0387702204050264
2.44141,-8.78906,1027.34375,0.0158545709251164,-0.0219831200605693,0.0083936374386911
-14.16016,2.92969,1019.53125,0.013456313999951,-0.015055210127703,-0.0074609334864253
-1.46484,-2.44141,1017.08984,0.0043966589186989,-0.0115910806283447,0.0353062654385932
-14.16016,-3.90625,1018.06641,0.0179861415405771,-0.0065284040670847,-0.0035972981212855
-1.46484,-5.85937,1014.64844,-0.0091929982361045,-0.0214502710399355,0.018385996472209
-6.83594,2.92969,1040.52734,0.0250473946282958,-0.0033307863445059,-0.0063950609122324
1.95312,-9.27734,1024.90234,0.0427671989250186,-0.0456983048708179,0.0334410320669869
-13.18359,-14.16016,1018.55469,0.0466310088230837,-0.0059953805135257,-0.0014655529728996
-7.8125,-0.48828,1016.11328,0.0415681577288985,-0.0083936374386911,0.0202512298438154
-7.32422,-1.95312,1022.46094,0.0063950609122324,0.0011990411961201,0.0119907610270514
-9.27734,0.0,1020.50781,0.0265129476011954,-0.0191853572696224,0.0367718184114929
-17.08984,-2.92969,1023.92578,-0.0139893375535101,0.0098591904115907,-0.0087933178373978
6.83594,0.0,1028.32031,0.0536922619108023,-0.0002665117767795,-0.0071944217096458
-0.48828,-4.88281,1013.18359,0.034640073263107,-0.050761155965003,-0.002264913770313
8.30078,0.97656,1014.16016,-0.0411684773301918,0.0650168307623675,-0.0287778613715085
