IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
-14.16016,8.78906,1025.87891,-0.0452986244721112,0.0245145456076619,0.0463644970463041
-11.23047,2.92969,1028.32031,0.0286446927495813,0.041301645952119,-0.006128723668378
-20.50781,-19.53125,1032.71484,0.0314426300734534,-0.0510274932088574,-0.0562235129249697
11.71875,11.71875,984.375,-0.0333078634450597,0.0103920394322246,0.0281118437289474
-5.37109,32.71484,1020.99609,-0.0427671989250186,-0.0091929982361045,-0.0688804661275074
-6.34766,1.46484,1026.36719,0.0301102457224809,-0.0303767574992605,-0.0142556747973644
15.13672,6.34766,1025.87891,0.023448673033469,-0.0031976177225788,0.0319754790940873
6.34766,-20.01953,1026.85547,-0.0504946441882235,-0.0166539317225298,-0.0750091897958855
-3.90625,-6.83594,1010.74219,-0.0349065850398865,0.0079939570399844,-0.0334410320669869
-20.01953,10.25391,1011.71875,0.0019984019935335,-0.0141225061754373,0.0266462907560478
1.46484,-0.48828,1028.32031,0.0186523337160634,-0.0263797789792682,-0.0182526533173567
6.83594,-15.625,1030.76172,-0.0011990411961201,0.0213169278850831,0.007860613885132
-11.71875,-14.16016,1020.01953,-0.0221164632154217,-0.0103920394322246,0.0165205885676775
-9.27734,-40.52734,1025.87891,0.0121241041819038,-0.0443659205198454,0.1021883295725672
-21.48438,-12.69531,1022.94922,0.0097258472567384,-0.0123904414257581,-0.0199847180670358
-13.67187,-20.01953,1007.32422,-0.0269126279999021,-0.0018652333716063,-0.039569755735365
-1.46484,6.34766,1027.34375,-0.0077274452632048,0.0699463387017003,-0.1261700261595952
14.16016,9.27734,1024.41406,0.0415681577288985,-0.0133231453780239,0.0259800985805615
7.32422,19.53125,1019.04297,0.0405022851547056,-0.0365053066347134,0.0516936853843436
-8.78906,8.78906,1023.92578,-0.0599539796681824,0.014522186574144,0.0149218669728507
-8.30078,-0.48828,1022.46094,-0.0422343499043847,0.0409019655534123,-0.0059953805135257
-7.8125,-6.83594,1033.69141,0.0141225061754373,-0.055823832526263,-0.0345069046411798
-2.44141,-1.46484,1011.71875,0.0226493122360556,-0.0233155044115418,0.0041301471419193
4.39453,23.4375,1012.20703,-0.0059953805135257,-0.0011990411961201,-0.0885988469506889
9.27734,13.18359,1020.01953,-0.0246477142295891,0.0195850376683291,-0.0230489926347623
0.48828,-3.41797,1020.50781,-0.0035972981212855,-0.0038636353651398,0.0623522365933478
-2.44141,14.64844,1018.55469,0.0454317930940384,-0.0544916227082157,0.0143890179522168
-7.8125,1.46484,1022.46094,-0.0255804181818548,-0.0129234649793172,-0.0343737360192527
-5.37109,12.69531,1032.71484,-0.0042633157638465,0.0206509102425221,-0.0499617951675896
-2.44141,17.08984,1017.57812,0.0382373713843925,-0.0046631706954784,0.039569755735365
4.88281,11.71875,1016.11328,0.0271791397766816,-0.0135896571548034,0.0387702204050264
